File Name, File Index,  Size (cm), Size (px)
DataIn/MISPFeb2432.jpg, MISPFeb2432.jpg, 0.15327644390249054, 88.23831367382311
DataIn/MISPFeb2433.jpg, MISPFeb2433.jpg, 0.1989688701552984, 114.54256850621083
DataIn/MISPFeb2434.jpg, MISPFeb2434.jpg, 0.1552520145856087, 89.37561188601732
DataIn/MISPFeb2435.jpg, MISPFeb2435.jpg, 0.16425222590830388, 94.5568612000208
DataIn/MISPFeb2436.jpg, MISPFeb2436.jpg, 0.19742359050715852, 113.65298060323803
DataIn/MISPFeb2437.jpg, MISPFeb2437.jpg, 0.11451518453944294, 65.92419889539804
DataIn/MISPFeb2438.jpg, MISPFeb2438.jpg, 0.149155864378945, 85.86617494683223
DataIn/MISPFeb2439.jpg, MISPFeb2439.jpg, 0.15844548909238862, 91.21403400793103
DataIn/MISPFeb2440.jpg, MISPFeb2440.jpg, 0.20761481401317655, 119.5198728245642
DataIn/MISPFeb2441.jpg, MISPFeb2441.jpg, 0.12646086587433358, 72.80109889280519
DataIn/MISPFeb2442.jpg, MISPFeb2442.jpg, 0.12580298979923799, 72.42237223399962
DataIn/MISPFeb2443.jpg, MISPFeb2443.jpg, 0.17130223184311877, 98.6154146165801
DataIn/MISPFeb2444.jpg, MISPFeb2444.jpg, 0.203956407356647, 117.41379816699569
DataIn/MISPFeb2445.jpg, MISPFeb2445.jpg, 0.14772276400148682, 85.0411665018772
DataIn/MISPFeb2446.jpg, MISPFeb2446.jpg, 0.19390752551772966, 111.6288493177279
DataIn/MISPFeb2447.jpg, MISPFeb2447.jpg, 0.18770846420395604, 108.06016842481785
DataIn/MISPFeb2448.jpg, MISPFeb2448.jpg, 0.13419385327921268, 77.25283166331187
DataIn/MISPFeb2449.jpg, MISPFeb2449.jpg, 0.2046874230168936, 117.83462988442744
DataIn/MISPFeb2450.jpg, MISPFeb2450.jpg, 0.14139821664981778, 81.40024569987489
DataIn/MISPFeb2451.jpg, MISPFeb2451.jpg, 0.15080560175194485, 86.81589716175259
